q1,q2,q2other,q3,q4,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q5other,q6name,q6answer,q7,q8a1,q8a2,q8a3,q8b1,q8b2,q8b3,q8c1,q8c2,q8c3,q8d1,q8d2,q8d3,q8e1,q8e2,q8e3,q8f1,q8f2,q8f3,q8g1,q8g2,q8g3,q8other,q9a1,q9a2,q9b1,q9b2,q9c1,q9c2,q9d1,q9d2,q9e1,q9e2,q9f1,q9f2,q9g1,q9g2,q9h1,q9h2,q9i1,q9i2,q9other,q10,q11
rb7,Other,NA,NA,No,4,4,3,4,1,2,4,NA,NA,1,1,2,4,2,1,3,2,4,1,3,3,4,3,1,3,1,3,2,4,3,2,4,NA,3,2,4,3,4,2,2,4,1,4,4,1,3,2,4,4,1,4,NA,NA,NA
rb3,DDW,NA,NA,No,3,4,4,3,4,4,1,NA,NA,4,2,5,3,3,1,4,1,5,1,1,5,2,3,2,1,1,2,4,4,1,2,4,NA,4,2,4,2,3,3,2,2,1,3,1,4,4,1,2,3,1,1,NA,NA,NA
sb,NA,NA,NA,No,2,2,3,2,3,4,1,NA,NA,1,4,3,1,3,5,3,2,5,1,1,3,3,1,4,3,2,2,2,1,5,4,3,NA,3,1,3,2,2,2,3,3,1,2,2,3,3,1,4,4,3,3,NA,NA,NA
sb,DDW,NA,NA,No,3,4,3,1,1,1,2,NA,NA,2,2,1,3,4,1,2,3,5,1,3,5,2,3,4,4,4,5,2,3,2,3,1,NA,4,2,4,1,1,1,2,3,3,4,2,3,2,4,1,4,2,2,NA,NA,NA
rb6,DFA,NA,NA,Yes,1,1,1,1,4,3,1,NA,NA,1,1,2,2,4,3,2,1,5,4,1,3,2,4,2,4,3,4,3,1,5,3,3,NA,1,4,4,4,2,2,3,3,1,3,2,2,4,2,4,1,1,1,NA,NA,NA
rb4,DWR,NA,NA,Yes,3,3,2,2,2,4,2,NA,NA,2,2,2,1,3,4,2,3,1,4,2,2,1,3,1,3,2,4,1,1,1,3,4,NA,1,4,1,4,4,3,1,1,2,2,1,2,4,4,2,3,1,3,NA,NA,NA
rb4,DWQ,NA,NA,Yes,4,4,4,3,1,3,4,NA,NA,2,3,5,4,4,1,3,1,3,2,4,4,2,3,5,3,1,5,1,1,5,2,4,NA,3,3,4,2,2,3,4,1,2,3,3,3,3,1,3,3,4,2,NA,NA,NA
rb5,DFA,NA,NA,Yes,1,3,4,1,1,2,3,NA,NA,4,3,5,3,2,1,4,2,5,3,3,1,2,2,4,1,1,2,2,1,2,4,1,NA,3,4,1,1,3,4,2,4,4,3,3,3,1,4,1,2,3,2,NA,NA,NA
rb5,DIT,NA,NA,No,1,4,3,4,2,1,3,NA,NA,3,2,4,3,3,2,3,2,1,1,4,3,2,3,5,3,3,3,2,4,4,1,4,NA,1,3,3,1,3,3,4,1,2,2,1,3,4,1,4,4,4,3,NA,NA,NA
rb1,DDW,NA,NA,No,1,4,2,1,4,3,2,NA,NA,1,1,5,2,3,4,4,4,4,1,1,2,1,4,1,4,1,5,1,3,3,3,2,NA,2,4,4,3,4,1,3,3,3,1,1,3,3,3,3,1,2,3,NA,NA,NA
rb8,DWR,NA,NA,No,4,2,3,1,3,4,2,NA,NA,4,2,3,1,1,1,4,3,4,3,1,4,2,2,4,1,2,5,3,3,1,3,4,NA,1,1,1,3,1,2,2,1,2,2,2,3,4,2,1,1,4,1,NA,NA,NA
rb8,DDW,NA,NA,Yes,4,1,4,3,4,1,3,NA,NA,4,1,2,2,4,5,3,1,1,2,4,2,3,2,5,4,4,1,3,4,4,1,3,NA,1,4,1,1,2,1,1,3,4,1,4,3,2,2,2,3,4,2,NA,NA,NA
dw,DWR,NA,NA,No,3,3,2,4,4,1,1,NA,NA,1,3,3,1,2,1,2,3,3,4,4,2,1,4,2,4,3,5,1,1,1,3,4,NA,4,3,1,2,2,4,2,4,1,3,3,4,1,2,2,4,1,1,NA,NA,NA
rb2,DFA,NA,NA,No,4,2,1,2,2,1,1,NA,NA,2,3,4,4,1,4,1,2,4,2,3,1,3,3,5,1,2,2,1,2,2,3,4,NA,3,4,1,4,4,2,1,4,4,3,1,3,2,4,4,4,2,2,NA,NA,NA
rb6,DIT,NA,NA,Yes,3,3,2,1,4,2,1,NA,NA,3,4,3,3,2,2,2,3,4,4,1,2,1,3,1,1,2,4,2,3,5,2,3,NA,3,2,1,2,2,2,3,1,2,1,1,4,1,4,1,3,3,1,NA,NA,NA
dw,DIT,NA,NA,No,2,4,1,2,1,2,4,NA,NA,4,4,4,4,2,3,4,1,4,4,3,1,1,3,2,3,2,5,2,1,5,3,4,NA,2,3,3,1,1,4,1,1,1,3,1,4,2,1,2,4,4,1,NA,NA,NA
rb5,DFA,NA,NA,No,4,3,1,1,2,1,2,NA,NA,4,3,5,2,4,5,4,4,3,3,4,4,2,3,4,4,1,5,3,2,5,4,1,NA,3,3,3,3,4,4,2,3,3,3,2,4,4,3,3,1,3,1,NA,NA,NA
rb7,DFA,NA,NA,No,1,3,3,1,4,1,2,NA,NA,1,2,5,2,1,3,4,1,4,1,1,1,4,3,1,4,4,4,2,2,4,3,2,NA,3,3,4,2,1,3,1,2,1,4,3,4,4,4,3,2,3,4,NA,NA,NA
dw,DAS,NA,NA,No,2,2,4,2,3,2,2,NA,NA,2,4,1,1,4,4,2,2,3,1,3,4,3,1,1,3,3,5,4,2,2,1,4,NA,3,3,1,2,4,2,4,3,3,3,4,2,1,1,2,3,3,2,NA,NA,NA
rb6,DIT,NA,NA,Yes,3,4,2,1,2,1,4,NA,NA,3,3,1,3,4,4,1,4,3,4,1,5,3,1,3,4,1,3,3,2,2,4,4,NA,4,2,1,1,1,4,1,4,4,1,3,3,4,4,3,1,3,3,NA,NA,NA
rb8,DWQ,NA,NA,Yes,1,4,2,3,1,2,4,NA,NA,1,3,4,1,3,3,3,4,5,1,2,5,2,4,4,4,2,1,4,4,5,4,3,NA,3,4,2,4,2,2,2,2,4,4,4,2,1,1,2,4,2,4,NA,NA,NA
rb6,NA,NA,NA,No,2,3,4,1,2,4,2,NA,NA,2,4,2,1,4,4,3,4,2,3,3,2,4,3,5,3,3,1,2,2,4,3,1,NA,4,3,2,1,2,2,3,1,1,3,1,4,3,3,2,3,4,2,NA,NA,NA
rb4,NA,NA,NA,Yes,1,2,2,4,4,2,3,NA,NA,4,3,1,2,2,1,3,4,2,3,4,1,2,1,1,4,2,1,1,2,5,4,3,NA,2,2,2,2,4,1,3,1,1,3,4,3,4,1,3,4,2,4,NA,NA,NA
rb7,Other,NA,NA,Yes,3,3,4,2,4,3,4,NA,NA,2,2,5,1,2,1,4,3,5,3,3,2,2,4,4,2,2,5,1,1,5,4,3,NA,4,1,4,1,1,4,2,3,1,1,1,2,3,1,1,1,2,3,NA,NA,NA
dw,Other,NA,NA,No,4,2,3,4,4,1,2,NA,NA,4,4,4,3,4,4,4,1,3,4,4,1,4,1,1,1,4,5,1,1,3,1,3,NA,4,1,2,4,4,2,4,3,4,1,1,4,4,3,2,2,1,1,NA,NA,NA
rb5,NA,NA,NA,No,2,2,3,3,4,2,3,NA,NA,2,1,2,4,2,3,4,3,3,3,4,5,2,3,2,4,2,2,3,1,4,3,1,NA,3,2,1,2,1,2,4,4,3,3,2,4,1,3,1,2,2,2,NA,NA,NA
rb3,Other,NA,NA,Yes,4,3,2,4,2,4,3,NA,NA,3,3,4,4,3,1,1,2,1,4,1,4,3,1,2,3,4,4,4,3,1,3,4,NA,3,2,4,1,2,4,4,2,2,4,1,4,3,2,4,1,3,3,NA,NA,NA
rb2,NA,NA,NA,No,2,2,3,3,3,1,3,NA,NA,4,3,5,4,4,4,4,3,5,1,2,3,4,1,1,1,1,1,1,4,4,1,1,NA,2,3,2,2,3,3,4,2,4,4,1,1,2,3,3,2,3,1,NA,NA,NA
rb3,DIT,NA,NA,No,2,1,1,4,1,4,4,NA,NA,1,3,2,2,2,1,3,3,5,3,2,5,2,1,2,4,3,1,4,1,2,4,1,NA,1,1,3,2,1,2,1,1,3,4,3,1,4,3,3,2,1,3,NA,NA,NA
rb6,DIT,NA,NA,Yes,3,3,2,2,1,3,2,NA,NA,2,2,5,3,1,1,3,1,4,3,1,1,4,2,4,4,3,1,1,1,4,2,1,NA,1,2,2,4,2,4,1,1,2,2,4,3,2,4,4,1,2,4,NA,NA,NA
rb6,Other,NA,NA,Yes,3,2,3,4,2,2,2,NA,NA,4,1,2,1,1,3,4,1,5,4,1,4,3,1,3,1,3,4,2,4,4,1,3,NA,1,3,3,1,3,1,4,4,3,1,4,1,4,3,2,4,2,1,NA,NA,NA
rb5,DWR,NA,NA,Yes,3,4,4,1,2,3,2,NA,NA,3,3,4,2,1,5,3,1,5,2,3,3,2,2,4,4,2,5,4,2,4,4,4,NA,2,4,2,4,1,3,2,4,2,3,1,4,3,1,2,4,1,4,NA,NA,NA
rb7,DWR,NA,NA,Yes,1,4,2,2,3,2,1,NA,NA,3,3,1,4,3,5,2,1,5,3,3,3,1,3,4,3,4,5,3,2,1,3,3,NA,3,2,1,4,3,1,3,3,3,4,2,1,3,3,1,4,1,1,NA,NA,NA
rb5,DIT,NA,NA,No,4,2,4,1,4,4,1,NA,NA,3,2,4,4,1,3,1,4,1,3,2,2,1,3,1,3,2,2,3,2,1,4,3,NA,2,2,4,1,2,1,3,3,3,4,1,2,4,3,4,3,3,1,NA,NA,NA
sb,DWQ,NA,NA,No,2,1,2,4,4,4,2,NA,NA,3,1,2,1,4,3,3,2,3,4,1,1,2,1,5,1,2,4,3,2,1,1,1,NA,4,1,1,2,4,1,1,3,1,2,4,2,2,1,4,2,1,1,NA,NA,NA
rb6,DDW,NA,NA,No,4,3,4,2,3,2,4,NA,NA,2,4,3,2,4,2,2,3,3,1,4,4,4,4,3,4,3,3,2,1,2,2,1,NA,3,1,3,2,3,4,4,3,4,3,1,3,3,2,1,4,4,3,NA,NA,NA
rb5,DAS,NA,NA,No,4,4,3,1,4,2,4,NA,NA,4,1,2,3,4,1,2,1,1,2,3,5,4,2,1,1,4,4,3,2,3,2,3,NA,1,3,4,1,1,3,2,3,1,1,3,2,4,3,4,3,3,3,NA,NA,NA
rb1,Other,NA,NA,No,4,4,2,2,1,4,1,NA,NA,3,3,2,1,1,5,3,1,1,2,3,4,3,3,2,4,3,2,2,1,1,1,2,NA,2,3,3,3,3,2,2,3,3,2,3,4,3,4,4,3,4,4,NA,NA,NA
sb,DFA,NA,NA,Yes,3,1,2,1,3,4,4,NA,NA,2,2,3,2,1,4,4,2,4,3,2,3,1,4,4,1,2,5,2,1,1,1,1,NA,3,2,4,2,2,3,3,2,1,3,2,1,1,1,4,3,1,2,NA,NA,NA
rb7,DWQ,NA,NA,Yes,4,2,3,2,4,2,4,NA,NA,2,3,4,2,3,5,2,3,2,1,1,4,4,3,2,1,2,1,1,1,4,1,1,NA,1,3,3,3,1,2,1,1,1,2,4,3,1,1,3,4,1,4,NA,NA,NA
rb7,DWR,NA,NA,Yes,4,4,3,2,2,2,2,NA,NA,4,4,1,2,2,2,1,2,5,3,1,1,2,3,4,4,2,4,2,1,5,2,4,NA,2,1,3,1,4,4,1,2,2,3,1,3,4,2,2,3,2,4,NA,NA,NA
sb,DWQ,NA,NA,No,2,2,3,3,2,2,2,NA,NA,1,1,3,1,2,5,3,2,5,1,1,1,3,3,5,4,3,5,1,1,5,1,3,NA,3,3,4,4,2,2,4,2,3,4,3,2,3,2,3,2,3,2,NA,NA,NA
rb7,DFA,NA,NA,Yes,1,4,1,2,4,4,2,NA,NA,1,3,2,2,1,1,1,4,1,2,3,1,1,1,4,4,2,4,3,3,5,3,1,NA,3,2,1,1,4,2,3,1,4,2,2,1,3,2,4,1,1,1,NA,NA,NA
dw,DWR,NA,NA,Yes,1,4,4,1,2,1,2,NA,NA,3,3,1,1,2,2,4,2,4,2,3,1,2,3,2,4,1,2,1,3,3,1,1,NA,2,4,1,1,3,1,4,4,1,3,4,4,1,2,4,4,1,1,NA,NA,NA
rb3,NA,NA,NA,No,4,4,2,4,4,2,3,NA,NA,1,3,2,2,4,2,1,4,1,3,2,4,3,1,4,1,1,1,2,3,4,3,1,NA,2,3,2,2,1,3,2,3,3,2,1,4,2,1,1,3,4,2,NA,NA,NA
dw,NA,NA,NA,No,2,3,4,3,1,1,2,NA,NA,3,4,2,1,1,3,1,2,3,2,1,5,2,1,1,2,1,1,1,2,3,1,4,NA,2,4,2,4,1,2,2,2,1,4,2,3,3,4,2,2,2,1,NA,NA,NA
sb,DAS,NA,NA,Yes,2,3,1,4,2,3,4,NA,NA,3,1,4,2,4,4,3,1,1,3,1,3,1,4,1,1,3,4,2,4,4,2,1,NA,2,1,2,1,3,2,1,3,3,4,3,1,4,3,3,1,1,2,NA,NA,NA
rb5,NA,NA,NA,Yes,1,3,2,1,1,2,2,NA,NA,1,4,3,2,1,1,2,2,1,1,3,4,2,3,2,2,1,3,4,1,3,1,4,NA,1,1,3,3,3,2,1,2,1,1,2,2,1,2,3,1,4,2,NA,NA,NA
rb1,DWR,NA,NA,No,3,2,1,4,4,4,4,NA,NA,1,1,3,4,1,1,3,3,3,2,1,2,1,3,5,1,4,4,4,2,3,3,1,NA,4,3,3,2,4,2,4,4,3,4,4,1,2,3,4,3,4,4,NA,NA,NA
rb5,DDW,NA,NA,No,2,2,1,1,3,3,1,NA,NA,4,1,3,3,1,1,4,3,3,2,2,2,3,2,4,4,3,3,2,1,2,2,1,NA,1,1,4,2,4,3,3,4,3,4,4,1,4,4,1,2,3,3,NA,NA,NA
rb7,DWQ,NA,NA,Yes,2,3,1,4,2,3,3,NA,NA,2,2,2,4,3,5,1,4,2,2,4,5,2,2,4,2,4,4,4,3,5,1,3,NA,4,4,2,2,4,2,3,1,4,1,3,4,3,2,4,1,2,4,NA,NA,NA
rb5,DIT,NA,NA,Yes,3,3,3,1,3,3,4,NA,NA,1,4,4,4,4,1,1,2,1,1,2,3,2,4,3,2,4,2,4,3,3,2,3,NA,2,3,1,4,2,4,4,2,3,2,3,2,3,4,3,3,2,1,NA,NA,NA
rb9,DWR,NA,NA,No,1,4,4,4,1,1,3,NA,NA,2,4,1,4,4,1,1,1,5,3,4,1,2,2,2,2,3,2,1,2,1,4,3,NA,3,1,2,2,4,1,3,3,4,2,4,1,1,3,1,4,2,1,NA,NA,NA
rb3,DIT,NA,NA,Yes,3,3,4,2,1,3,4,NA,NA,4,2,2,2,3,3,3,4,4,1,4,3,4,4,4,4,4,5,4,4,1,3,3,NA,1,4,1,4,3,2,2,4,1,1,1,3,3,2,4,4,2,2,NA,NA,NA
rb3,Other,NA,NA,No,3,1,4,4,2,2,4,NA,NA,4,3,5,1,2,3,4,4,2,4,1,4,3,4,1,3,4,2,2,1,2,1,4,NA,1,3,1,1,3,3,1,2,2,2,2,2,4,3,1,3,2,4,NA,NA,NA
rb9,DDW,NA,NA,Yes,2,3,2,2,4,2,3,NA,NA,2,4,2,2,2,1,3,2,5,1,2,2,1,4,5,2,2,4,4,1,2,1,1,NA,1,4,4,2,3,1,2,4,4,4,3,4,4,3,3,2,2,2,NA,NA,NA
rb6,DIT,NA,NA,Yes,3,1,1,2,4,2,4,NA,NA,1,4,3,2,3,1,2,4,2,1,3,3,1,4,3,2,4,2,3,3,3,1,1,NA,2,2,4,1,1,3,1,3,4,4,1,3,2,4,4,3,3,4,NA,NA,NA
dw,DFA,NA,NA,Yes,1,4,3,1,3,4,1,NA,NA,4,3,3,2,2,1,3,1,1,4,3,2,4,4,4,3,3,1,1,3,5,4,3,NA,1,2,1,2,1,4,3,1,4,2,4,1,3,3,2,3,2,1,NA,NA,NA
rb5,DFA,NA,NA,Yes,2,2,1,4,2,4,3,NA,NA,4,2,1,3,3,3,3,2,2,4,3,2,2,1,1,3,4,5,3,3,1,2,2,NA,1,2,2,2,1,1,1,2,2,2,2,4,4,4,1,1,1,3,NA,NA,NA
rb4,DWQ,NA,NA,Yes,2,1,1,4,4,1,3,NA,NA,1,1,2,4,1,2,2,1,4,2,3,2,2,4,5,4,2,5,2,2,3,1,3,NA,3,1,3,3,4,3,4,4,1,1,1,1,4,3,2,4,4,1,NA,NA,NA
rb4,DIT,NA,NA,No,1,1,2,3,1,3,2,NA,NA,3,2,5,4,3,1,1,1,3,2,2,3,4,3,5,3,4,2,1,1,1,3,1,NA,2,4,3,4,4,1,4,1,3,3,1,2,3,2,4,4,1,1,NA,NA,NA
dw,DWR,NA,NA,Yes,1,3,3,4,1,4,2,NA,NA,2,2,4,1,4,5,4,2,4,3,2,2,3,3,2,4,1,1,4,4,2,2,1,NA,1,4,3,1,2,4,2,4,3,4,1,1,1,3,4,2,2,2,NA,NA,NA
dw,DFA,NA,NA,Yes,4,2,1,3,4,3,3,NA,NA,4,4,2,2,2,2,2,3,2,4,2,3,4,4,5,3,3,4,1,3,5,1,4,NA,3,4,3,1,4,1,4,4,4,1,4,2,3,4,1,3,3,4,NA,NA,NA
rb6,DFA,NA,NA,No,2,3,4,3,2,1,1,NA,NA,1,2,3,3,2,3,1,1,4,2,2,4,4,3,2,3,4,5,2,4,3,4,4,NA,4,1,2,3,3,2,1,1,2,4,4,3,1,1,3,2,2,3,NA,NA,NA
rb1,DDW,NA,NA,No,1,1,3,3,3,3,2,NA,NA,4,1,2,4,3,2,4,3,5,2,4,5,2,1,5,4,4,4,4,4,4,2,2,NA,4,3,2,1,4,1,3,3,3,4,3,3,1,3,3,4,4,2,NA,NA,NA
rb1,DWR,NA,NA,Yes,2,3,1,4,1,4,2,NA,NA,2,1,4,3,4,5,4,3,2,4,2,2,3,3,3,2,2,4,2,1,3,1,1,NA,4,4,1,3,1,3,1,3,4,4,1,1,2,3,1,1,1,2,NA,NA,NA
rb1,Other,NA,NA,No,4,3,1,1,4,1,3,NA,NA,3,3,3,4,4,3,2,3,3,3,1,3,4,1,5,4,1,1,4,2,5,2,1,NA,2,2,3,3,3,1,4,1,1,3,4,4,4,1,3,1,3,2,NA,NA,NA
rb9,DFA,NA,NA,Yes,1,2,2,1,4,1,4,NA,NA,1,2,3,2,4,4,3,4,1,3,3,5,1,4,3,2,4,5,2,3,5,2,3,NA,1,1,1,2,4,1,4,2,1,2,3,1,4,3,4,3,2,3,NA,NA,NA
rb5,DIT,NA,NA,No,1,2,1,4,4,1,2,NA,NA,2,4,1,2,2,1,3,3,2,3,2,4,4,2,1,1,4,1,4,4,4,1,4,NA,1,3,2,4,2,2,4,1,3,1,4,3,4,3,2,1,1,2,NA,NA,NA
rb2,DIT,NA,NA,No,4,2,4,4,3,1,1,NA,NA,3,1,5,4,2,5,3,2,4,3,1,4,2,3,4,3,2,4,1,1,3,4,1,NA,3,2,1,4,3,1,3,2,2,3,1,4,4,3,2,2,2,4,NA,NA,NA
rb2,DIT,NA,NA,Yes,1,4,1,1,3,3,4,NA,NA,3,3,2,4,1,1,4,3,3,4,2,1,3,2,1,4,2,2,4,1,1,2,1,NA,1,4,3,2,4,2,3,1,2,4,1,3,3,3,4,1,3,4,NA,NA,NA
rb6,DWQ,NA,NA,Yes,2,3,2,3,1,3,3,NA,NA,2,3,2,3,2,2,2,4,1,1,2,1,4,2,5,2,1,2,4,3,1,3,1,NA,2,4,3,1,2,1,1,4,3,2,4,3,1,1,4,1,3,2,NA,NA,NA
sb,DIT,NA,NA,No,2,1,2,1,4,2,3,NA,NA,3,2,2,2,2,4,2,2,4,3,2,3,2,2,5,2,3,3,4,2,3,4,2,NA,1,3,4,1,3,2,3,1,2,4,2,1,3,3,2,1,4,2,NA,NA,NA
rb4,DIT,NA,NA,No,2,4,3,1,1,2,4,NA,NA,3,3,4,2,4,3,4,2,3,2,1,3,2,1,2,1,3,1,3,1,3,2,1,NA,2,2,1,4,2,4,4,3,4,4,1,4,1,2,2,1,2,3,NA,NA,NA
rb3,DWQ,NA,NA,Yes,1,1,2,4,2,3,2,NA,NA,4,4,4,4,2,1,2,2,5,4,4,5,1,2,4,4,4,2,1,4,2,4,1,NA,3,3,2,1,3,3,3,1,1,2,1,2,4,4,1,4,3,1,NA,NA,NA
rb3,DFA,NA,NA,No,1,1,1,3,2,1,2,NA,NA,1,2,2,3,1,5,4,2,1,3,3,5,1,4,1,4,3,2,1,3,4,4,1,NA,3,2,2,2,4,1,4,3,3,1,2,4,1,1,3,1,1,3,NA,NA,NA
rb4,NA,NA,NA,No,1,4,1,4,3,1,3,NA,NA,4,3,4,2,4,4,2,4,2,2,4,1,3,3,4,3,1,2,2,3,2,2,2,NA,4,3,1,1,2,2,1,3,1,3,1,1,3,4,4,1,1,2,NA,NA,NA
rb9,DAS,NA,NA,No,1,1,1,4,1,3,1,NA,NA,2,3,3,4,1,4,1,2,1,3,3,5,3,1,4,2,4,4,4,1,1,3,2,NA,3,2,2,2,1,1,1,4,1,2,1,1,4,1,3,1,3,2,NA,NA,NA
rb2,DIT,NA,NA,Yes,1,1,3,4,4,1,3,NA,NA,3,3,2,2,1,3,1,3,3,3,1,2,1,2,4,3,2,4,2,2,4,1,4,NA,2,1,1,3,3,3,1,2,3,4,3,3,2,3,4,1,2,2,NA,NA,NA
rb3,DIT,NA,NA,Yes,4,4,1,3,4,1,2,NA,NA,3,3,2,2,2,5,3,1,3,3,2,5,1,4,4,1,3,3,4,2,4,4,1,NA,2,2,1,2,4,1,4,1,2,2,2,4,3,3,4,4,3,4,NA,NA,NA
rb7,DAS,NA,NA,Yes,3,4,4,2,2,2,2,NA,NA,4,2,4,3,1,5,2,2,3,4,3,4,3,1,2,3,2,5,4,2,1,2,1,NA,2,1,3,1,3,4,3,1,1,4,4,2,4,3,1,2,2,2,NA,NA,NA
rb7,DDW,NA,NA,No,3,4,3,1,2,2,1,NA,NA,1,1,5,4,2,2,2,2,5,1,2,3,4,4,2,2,3,4,4,3,4,4,2,NA,4,2,4,3,4,3,4,2,3,4,2,4,3,3,1,2,4,1,NA,NA,NA
rb7,DFA,NA,NA,Yes,1,3,3,4,2,3,1,NA,NA,1,2,5,1,2,2,1,2,5,1,3,3,3,1,2,1,4,4,3,4,2,1,4,NA,1,4,1,3,1,4,4,2,3,4,1,2,3,3,1,3,4,3,NA,NA,NA
rb7,DFA,NA,NA,No,4,4,2,3,4,3,3,NA,NA,4,3,3,2,1,2,4,2,2,1,2,1,3,3,3,3,1,2,3,2,2,3,3,NA,3,1,4,1,4,2,2,4,4,4,1,2,2,3,1,4,1,3,NA,NA,NA
rb7,Other,NA,NA,No,1,3,1,2,4,1,2,NA,NA,2,4,5,2,4,1,4,4,3,4,2,4,3,3,3,1,2,1,4,2,2,3,4,NA,2,4,4,4,1,2,3,4,2,2,4,3,3,3,1,1,2,1,NA,NA,NA
rb8,DFA,NA,NA,No,3,3,2,2,3,1,3,NA,NA,1,4,3,4,3,4,2,2,2,1,3,3,1,3,1,1,4,4,2,3,3,4,4,NA,1,3,1,4,1,3,3,4,2,3,2,2,2,2,1,1,3,4,NA,NA,NA
rb7,DWR,NA,NA,Yes,2,2,3,3,2,3,1,NA,NA,3,4,2,1,1,5,4,1,1,1,1,3,2,3,5,1,3,1,1,1,4,4,4,NA,3,1,4,3,2,2,3,4,3,3,3,1,4,2,3,2,2,4,NA,NA,NA
rb9,DFA,NA,NA,No,4,4,4,1,4,4,3,NA,NA,1,3,3,3,4,4,3,1,1,3,2,5,3,3,2,4,2,1,2,2,1,1,2,NA,2,2,4,4,2,4,2,1,4,3,3,2,4,3,3,2,3,1,NA,NA,NA
sb,DIT,NA,NA,Yes,2,4,4,3,1,4,3,NA,NA,2,3,1,1,4,5,2,1,5,2,4,4,2,3,1,2,3,1,1,2,1,2,1,NA,1,4,1,3,1,1,4,3,3,2,4,4,4,1,3,1,3,1,NA,NA,NA
dw,DWR,NA,NA,Yes,2,2,3,3,4,2,4,NA,NA,1,3,3,2,2,5,4,3,5,2,2,5,1,2,1,3,3,3,1,3,2,2,3,NA,4,2,2,4,4,2,4,2,1,4,1,4,3,2,1,4,2,4,NA,NA,NA
rb4,DWR,NA,NA,Yes,3,3,4,2,1,2,1,NA,NA,4,2,3,4,3,3,4,4,2,3,2,4,1,2,3,4,2,5,3,2,2,3,2,NA,4,4,1,3,2,4,2,2,4,3,2,4,1,3,4,1,1,2,NA,NA,NA
sb,DWR,NA,NA,Yes,4,2,2,2,3,3,2,NA,NA,3,2,4,4,1,2,2,3,1,3,3,5,1,4,2,1,3,4,4,4,1,4,2,NA,1,2,4,3,1,1,4,1,2,3,2,3,2,4,4,1,3,2,NA,NA,NA
sb,DWR,NA,NA,No,1,1,2,4,2,4,2,NA,NA,4,2,5,4,2,2,3,1,2,2,1,5,3,2,5,2,2,2,4,3,5,1,1,NA,2,3,4,4,3,1,1,2,3,1,4,2,3,4,3,1,4,2,NA,NA,NA
dw,NA,NA,NA,No,3,2,1,4,1,1,1,NA,NA,1,2,4,1,3,4,3,4,3,3,2,5,1,1,2,2,1,1,4,2,5,3,3,NA,4,2,4,1,1,3,1,3,3,2,3,2,2,2,1,4,4,2,NA,NA,NA
rb9,NA,NA,NA,Yes,2,3,1,2,4,1,2,NA,NA,2,1,5,1,3,3,4,1,4,3,1,3,4,2,1,1,4,1,1,4,3,3,3,NA,2,4,3,2,1,2,1,4,1,2,4,4,2,2,4,1,1,2,NA,NA,NA
rb8,NA,NA,NA,Yes,3,1,1,1,4,3,3,NA,NA,3,4,4,1,4,1,3,2,4,2,4,3,3,2,2,4,3,2,3,2,3,4,1,NA,2,3,1,1,1,1,3,2,2,2,3,2,3,1,1,2,1,2,NA,NA,NA
rb6,NA,NA,NA,No,2,2,4,1,1,2,1,NA,NA,2,3,2,1,1,1,4,1,3,4,2,5,1,1,4,3,3,2,1,3,3,1,2,NA,2,2,3,3,3,2,3,2,1,1,2,4,1,4,4,4,3,3,NA,NA,NA
rb2,DFA,NA,NA,No,3,4,2,4,1,4,3,NA,NA,1,4,2,4,1,3,2,3,5,4,1,2,2,3,1,2,4,3,2,4,2,1,2,NA,2,2,2,2,1,1,4,2,1,2,4,3,3,4,3,1,2,2,NA,NA,NA
rb3,DAS,NA,NA,Yes,2,3,3,2,1,2,4,NA,NA,1,3,5,2,4,2,4,4,5,1,3,1,1,1,5,2,3,4,3,4,1,1,1,NA,3,2,2,2,1,3,2,1,4,3,4,3,4,3,4,4,4,4,NA,NA,NA
rb9,DWR,NA,NA,Yes,4,3,2,1,3,3,3,NA,NA,2,1,4,4,1,3,4,3,4,1,1,2,1,1,1,3,1,3,4,1,2,4,4,NA,3,2,4,3,4,2,1,3,1,2,2,1,4,4,4,1,4,2,NA,NA,NA
rb9,DWQ,NA,NA,No,3,1,4,2,1,3,3,NA,NA,1,3,5,4,4,2,2,3,1,4,3,1,3,2,1,1,1,2,1,1,1,1,1,NA,3,1,2,2,4,4,3,1,2,4,2,3,2,3,2,1,3,3,NA,NA,NA
rb4,DIT,NA,NA,Yes,2,2,2,1,3,1,1,NA,NA,1,2,5,3,2,4,2,1,4,2,3,1,2,3,2,2,3,4,3,3,1,1,3,NA,3,3,1,1,4,3,2,4,4,2,1,1,1,3,2,3,4,4,NA,NA,NA
dw,DWQ,NA,NA,No,3,1,1,3,2,1,2,NA,NA,3,4,2,3,1,5,4,4,2,3,1,2,2,4,5,1,2,2,3,4,2,4,4,NA,3,3,2,2,3,1,2,4,3,4,3,4,1,1,2,4,4,3,NA,NA,NA
rb3,DIT,NA,NA,Yes,4,4,3,1,2,3,1,NA,NA,4,4,4,2,4,4,1,3,5,3,4,3,1,2,1,1,1,4,3,3,1,4,2,NA,1,1,3,1,2,4,4,3,4,4,1,2,3,4,1,4,2,2,NA,NA,NA
rb8,DWQ,NA,NA,Yes,1,4,4,4,3,4,4,NA,NA,1,1,4,2,2,3,4,2,5,4,1,5,3,1,2,4,4,4,4,4,2,4,1,NA,2,3,1,4,2,2,1,2,2,3,2,1,3,4,4,3,3,4,NA,NA,NA
